ELEMENT,Area2,Undulator Cell,Sector
VV11308,L1F,,S11
QM11312,BC11_1,,S11
BPM11312,BC11_1,,S11
BCX11314,BC11_1,,S11
PR11316,BC11_1,,S11
CQ11317,BC11_1,,S11
YC11321,BC11_1,,S11
BCX11331,BC11_1,,S11
BPM11333,BC11_1,,S11
PR11334,BC11_1,,S11
PR11335,BC11_1,,S11
BCX11338,BC11_1,,S11
PR11342,BC11_1,,S11
CE11334,BC11_1,,S11
SQ11340,BC11_1,,S11
CQ11352,BC11_1,,S11
BCX11355,BC11_1,,S11
PR11357,BC11_2,,S11
QM11358,BC11_2,,S11
BPM11358,BC11_2,,S11
BL11356,BC11_2,,S11
IM11360,BC11_2,,S11
QM11362,BC11_2,,S11
BPM11362,BC11_2,,S11
YC11365,BC11_2,,S11
PR11375,BC11_2,,S11
TD11390,BC11_2,,S11
QM11393,BC11_2,,S11
BPM11393,BC11_2,,S11
XC11398,BC11_2,,S11
YC11399,BC11_2,,S11
Q11401,BC11_2,,S11
BPM11401,BC11_2,,S11
K11_4A,L2F,,S11
XC11402,L2F,,S11
YC11403,L2F,,S11
K11_4B,L2F,,S11
K11_4C,L2F,,S11
K11_4D,L2F,,S11
XC11502,L2F,,S11
WS11444,L2F,,S11
Q11501,L2F,,S11
BPM11501,L2F,,S11
K11_5A,L2F,,S11
YC11503,L2F,,S11
K11_5B,L2F,,S11
K11_5C,L2F,,S11
K11_5D,L2F,,S11
Q11601,L2F,,S11
BPM11601,L2F,,S11
K11_6A,L2F,,S11
XC11602,L2F,,S11
YC11603,L2F,,S11
WS11614,L2F,,S11
K11_6B,L2F,,S11
K11_6C,L2F,,S11
K11_6D,L2F,,S11
XC11702,L2F,,S11
YC11703,L2F,,S11
Q11701,L2F,,S11
BPM11701,L2F,,S11
K11_7A,L2F,,S11
K11_7B,L2F,,S11
K11_7C,L2F,,S11
K11_7D,L2F,,S11
XC11802,L2F,,S11
WS11744,L2F,,S11
Q11801,L2F,,S11
BPM11801,L2F,,S11
K11_8A,L2F,,S11
YC11803,L2F,,S11
K11_8B,L2F,,S11
K11_8C,L2F,,S11
K11_8D,L2F,,S11
Q11901,L2F,,S11
BPM11901,L2F,,S11
XC11900,L2F,,S11
YC11900,L2F,,S11
K12_1A,L2F,,S12
K12_1B,L2F,,S12
K12_1C,L2F,,S12
K12_1D,L2F,,S12
Q12201,L2F,,S12
BPM12201,L2F,,S12
K12_2A,L2F,,S12
XC12202,L2F,,S12
YC12203,L2F,,S12
WS12214,L2F,,S12
K12_2B,L2F,,S12
K12_2C,L2F,,S12
K12_2D,L2F,,S12
Q12301,L2F,,S12
BPM12301,L2F,,S12
K12_3A,L2F,,S12
XC12302,L2F,,S12
YC12303,L2F,,S12
K12_3B,L2F,,S12
K12_3C,L2F,,S12
K12_3D,L2F,,S12
Q12401,L2F,,S12
BPM12401,L2F,,S12
K12_4A,L2F,,S12
XC12402,L2F,,S12
YC12403,L2F,,S12
K12_4B,L2F,,S12
K12_4C,L2F,,S12
K12_4D,L2F,,S12
Q12501,L2F,,S12
BPM12501,L2F,,S12
K12_5A,L2F,,S12
XC12502,L2F,,S12
YC12503,L2F,,S12
K12_5B,L2F,,S12
K12_5C,L2F,,S12
K12_5D,L2F,,S12
Q12601,L2F,,S12
BPM12601,L2F,,S12
K12_6A,L2F,,S12
XC12602,L2F,,S12
YC12603,L2F,,S12
K12_6B,L2F,,S12
K12_6C,L2F,,S12
K12_6D,L2F,,S12
Q12701,L2F,,S12
BPM12701,L2F,,S12
K12_7A,L2F,,S12
XC12702,L2F,,S12
YC12703,L2F,,S12
K12_7B,L2F,,S12
K12_7C,L2F,,S12
K12_7D,L2F,,S12
Q12801,L2F,,S12
BPM12801,L2F,,S12
K12_8A,L2F,,S12
XC12802,L2F,,S12
YC12803,L2F,,S12
K12_8B,L2F,,S12
K12_8C,L2F,,S12
K12_8D,L2F,,S12
XC12900,L2F,,S12
YC12900,L2F,,S12
Q12901,L2F,,S12
BPM12901,L2F,,S12
K13_1A,L2F,,S13
K13_1B,L2F,,S13
K13_1C,L2F,,S13
K13_1D,L2F,,S13
Q13201,L2F,,S13
BPM13201,L2F,,S13
K13_2A,L2F,,S13
XC13202,L2F,,S13
YC13203,L2F,,S13
K13_2B,L2F,,S13
K13_2C,L2F,,S13
K13_2D,L2F,,S13
Q13301,L2F,,S13
BPM13301,L2F,,S13
K13_3A,L2F,,S13
XC13302,L2F,,S13
YC13303,L2F,,S13
K13_3B,L2F,,S13
K13_3C,L2F,,S13
K13_3D,L2F,,S13
Q13401,L2F,,S13
BPM13401,L2F,,S13
K13_4A,L2F,,S13
XC13402,L2F,,S13
YC13403,L2F,,S13
K13_4B,L2F,,S13
K13_4C,L2F,,S13
K13_4D,L2F,,S13
Q13501,L2F,,S13
BPM13501,L2F,,S13
K13_5A,L2F,,S13
XC13502,L2F,,S13
YC13503,L2F,,S13
K13_5B,L2F,,S13
K13_5C,L2F,,S13
K13_5D,L2F,,S13
Q13601,L2F,,S13
BPM13601,L2F,,S13
K13_6A,L2F,,S13
XC13602,L2F,,S13
YC13603,L2F,,S13
K13_6B,L2F,,S13
K13_6C,L2F,,S13
K13_6D,L2F,,S13
Q13701,L2F,,S13
BPM13701,L2F,,S13
K13_7A,L2F,,S13
XC13702,L2F,,S13
YC13703,L2F,,S13
K13_7B,L2F,,S13
K13_7C,L2F,,S13
K13_7D,L2F,,S13
Q13801,L2F,,S13
BPM13801,L2F,,S13
K13_8A,L2F,,S13
XC13802,L2F,,S13
YC13803,L2F,,S13
K13_8B,L2F,,S13
K13_8C,L2F,,S13
K13_8D,L2F,,S13
XC13900,L2F,,S13
YC13900,L2F,,S13
Q13901,L2F,,S13
BPM13901,L2F,,S13
K14_1A,L2F,,S14
K14_1B,L2F,,S14
K14_1C,L2F,,S14
K14_1D,L2F,,S14
Q14201,L2F,,S14
BPM14201,L2F,,S14
K14_2A,L2F,,S14
XC14202,L2F,,S14
YC14203,L2F,,S14
K14_2B,L2F,,S14
K14_2C,L2F,,S14
K14_2D,L2F,,S14
Q14301,L2F,,S14
BPM14301,L2F,,S14
K14_3A,L2F,,S14
XC14302,L2F,,S14
YC14303,L2F,,S14
K14_3B,L2F,,S14
K14_3C,L2F,,S14
K14_3D,L2F,,S14
Q14401,L2F,,S14
BPM14401,L2F,,S14
K14_4A,L2F,,S14
XC14402,L2F,,S14
YC14403,L2F,,S14
K14_4B,L2F,,S14
K14_4C,L2F,,S14
K14_4D,L2F,,S14
Q14501,L2F,,S14
BPM14501,L2F,,S14
K14_5A,L2F,,S14
XC14502,L2F,,S14
YC14503,L2F,,S14
K14_5B,L2F,,S14
K14_5C,L2F,,S14
K14_5D,L2F,,S14
Q14601,L2F,,S14
BPM14601,L2F,,S14
K14_6A,L2F,,S14
XC14602,L2F,,S14
YC14603,L2F,,S14
K14_6B,L2F,,S14
K14_6C,L2F,,S14
K14_6D,L2F,,S14
XC14702,L2F,,S14
YC14703,L2F,,S14
Q14701,BC14_1,,S14
BPM14701,BC14_1,,S14
VV14711,BC14_1,,S14
QM14715,BC14_1,,S14
BPM14715,BC14_1,,S14
BCX14720,BC14E,,S14
CQ14738,BC14E,,S14
YC14780,BC14E,,S14
BCX14796,BC14E,,S14
BPM14801,BC14E,,S14
PR14803,BC14E,,S14
BCX14808,BC14E,,S14
CE14815,BC14E,,S14
CQ14866,BC14E,,S14
BCX14883,BC14E,,S14
VV14887,BC14_2,,S14
BL14888,BC14_2,,S14
QM14891,BC14_2,,S14
BPM14891,BC14_2,,S14
IM14890,BC14_2,,S14
Q14901,BC14_2,,S14
BPM14901,BC14_2,,S14
PR14892,BC14_2,,S14
K15_1A,L3F_1,,S15
XC14900,L3F_1,,S15
YC14900,L3F_1,,S15
K15_1B,L3F_1,,S15
K15_1C,L3F_1,,S15
K15_1D,L3F_1,,S15
Q15201,L3F_1,,S15
BPM15201,L3F_1,,S15
K15_2A,L3F_1,,S15
XC15202,L3F_1,,S15
YC15203,L3F_1,,S15
K15_2B,L3F_1,,S15
K15_2C,L3F_1,,S15
TCY15280,L3F_1,,S15
Q15301,L3F_1,,S15
BPM15301,L3F_1,,S15
K15_3A,L3F_1,,S15
XC15302,L3F_1,,S15
YC15303,L3F_1,,S15
K15_3B,L3F_1,,S15
K15_3C,L3F_1,,S15
K15_3D,L3F_1,,S15
Q15401,L3F_1,,S15
BPM15401,L3F_1,,S15
K15_4A,L3F_1,,S15
XC15402,L3F_1,,S15
YC15403,L3F_1,,S15
K15_4B,L3F_1,,S15
K15_4C,L3F_1,,S15
K15_4D,L3F_1,,S15
Q15501,L3F_1,,S15
BPM15501,L3F_1,,S15
K15_5A,L3F_1,,S15
XC15502,L3F_1,,S15
YC15503,L3F_1,,S15
K15_5B,L3F_1,,S15
K15_5C,L3F_1,,S15
K15_5D,L3F_1,,S15
Q15601,L3F_1,,S15
BPM15601,L3F_1,,S15
K15_6A,L3F_1,,S15
XC15602,L3F_1,,S15
YC15603,L3F_1,,S15
K15_6B,L3F_1,,S15
K15_6C,L3F_1,,S15
K15_6D,L3F_1,,S15
Q15701,L3F_1,,S15
BPM15701,L3F_1,,S15
K15_7A,L3F_1,,S15
XC15702,L3F_1,,S15
YC15703,L3F_1,,S15
K15_7B,L3F_1,,S15
K15_7C,L3F_1,,S15
K15_7D,L3F_1,,S15
Q15801,L3F_1,,S15
BPM15801,L3F_1,,S15
K15_8A,L3F_1,,S15
XC15802,L3F_1,,S15
YC15803,L3F_1,,S15
K15_8B,L3F_1,,S15
K15_8C,L3F_1,,S15
K15_8D,L3F_1,,S15
XC15900,L3F_1,,S15
YC15900,L3F_1,,S15
Q15901,L3F_1,,S15
BPM15901,L3F_1,,S15
PR15944,L3F_1,,S15
K16_1A,L3F_1,,S16
K16_1B,L3F_1,,S16
K16_1C,L3F_1,,S16
K16_1D,L3F_1,,S16
Q16201,L3F_1,,S16
BPM16201,L3F_1,,S16
K16_2A,L3F_1,,S16
XC16202,L3F_1,,S16
YC16203,L3F_1,,S16
K16_2B,L3F_1,,S16
K16_2C,L3F_1,,S16
K16_2D,L3F_1,,S16
Q16301,L3F_1,,S16
BPM16301,L3F_1,,S16
K16_3A,L3F_1,,S16
XC16302,L3F_1,,S16
YC16303,L3F_1,,S16
K16_3B,L3F_1,,S16
K16_3C,L3F_1,,S16
K16_3D,L3F_1,,S16
Q16401,L3F_1,,S16
BPM16401,L3F_1,,S16
K16_4A,L3F_1,,S16
XC16402,L3F_1,,S16
YC16403,L3F_1,,S16
K16_4B,L3F_1,,S16
K16_4C,L3F_1,,S16
K16_4D,L3F_1,,S16
Q16501,L3F_1,,S16
BPM16501,L3F_1,,S16
K16_5A,L3F_1,,S16
XC16502,L3F_1,,S16
YC16503,L3F_1,,S16
K16_5B,L3F_1,,S16
K16_5C,L3F_1,,S16
K16_5D,L3F_1,,S16
Q16601,L3F_1,,S16
BPM16601,L3F_1,,S16
K16_6A,L3F_1,,S16
XC16602,L3F_1,,S16
YC16603,L3F_1,,S16
K16_6B,L3F_1,,S16
K16_6C,L3F_1,,S16
K16_6D,L3F_1,,S16
Q16701,L3F_1,,S16
BPM16701,L3F_1,,S16
K16_7A,L3F_1,,S16
XC16702,L3F_1,,S16
YC16703,L3F_1,,S16
K16_7B,L3F_1,,S16
K16_7C,L3F_1,,S16
K16_7D,L3F_1,,S16
Q16801,L3F_1,,S16
BPM16801,L3F_1,,S16
K16_8A,L3F_1,,S16
XC16802,L3F_1,,S16
YC16803,L3F_1,,S16
K16_8B,L3F_1,,S16
K16_8C,L3F_1,,S16
K16_8D,L3F_1,,S16
XC16900,L3F_1,,S16
YC16900,L3F_1,,S16
Q16901,L3F_1,,S16
BPM16901,L3F_1,,S16
K17_1A,L3F_1,,S17
K17_1B,L3F_1,,S17
K17_1C,L3F_1,,S17
K17_1D,L3F_1,,S17
Q17201,L3F_1,,S17
BPM17201,L3F_1,,S17
K17_2A,L3F_1,,S17
XC17202,L3F_1,,S17
YC17203,L3F_1,,S17
K17_2B,L3F_1,,S17
K17_2C,L3F_1,,S17
K17_2D,L3F_1,,S17
Q17301,L3F_1,,S17
BPM17301,L3F_1,,S17
K17_3A,L3F_1,,S17
XC17302,L3F_1,,S17
YC17303,L3F_1,,S17
K17_3B,L3F_1,,S17
K17_3C,L3F_1,,S17
K17_3D,L3F_1,,S17
Q17401,L3F_1,,S17
BPM17401,L3F_1,,S17
K17_4A,L3F_1,,S17
XC17402,L3F_1,,S17
YC17403,L3F_1,,S17
K17_4B,L3F_1,,S17
K17_4C,L3F_1,,S17
K17_4D,L3F_1,,S17
Q17501,L3F_1,,S17
BPM17501,L3F_1,,S17
K17_5A,L3F_1,,S17
XC17502,L3F_1,,S17
YC17503,L3F_1,,S17
K17_5B,L3F_1,,S17
K17_5C,L3F_1,,S17
K17_5D,L3F_1,,S17
Q17601,L3F_1,,S17
BPM17601,L3F_1,,S17
K17_6A,L3F_1,,S17
XC17602,L3F_1,,S17
YC17603,L3F_1,,S17
K17_6B,L3F_1,,S17
K17_6C,L3F_1,,S17
K17_6D,L3F_1,,S17
Q17701,L3F_1,,S17
BPM17701,L3F_1,,S17
K17_7A,L3F_1,,S17
XC17702,L3F_1,,S17
YC17703,L3F_1,,S17
K17_7B,L3F_1,,S17
K17_7C,L3F_1,,S17
K17_7D,L3F_1,,S17
Q17801,L3F_1,,S17
BPM17801,L3F_1,,S17
K17_8A,L3F_1,,S17
XC17802,L3F_1,,S17
YC17803,L3F_1,,S17
K17_8B,L3F_1,,S17
K17_8C,L3F_1,,S17
K17_8D,L3F_1,,S17
XC17900,L3F_1,,S17
YC17900,L3F_1,,S17
Q17901,L3F_1,,S17
BPM17901,L3F_1,,S17
K18_1A,L3F_1,,S18
K18_1B,L3F_1,,S18
K18_1C,L3F_1,,S18
K18_1D,L3F_1,,S18
Q18201,L3F_1,,S18
BPM18201,L3F_1,,S18
K18_2A,L3F_1,,S18
XC18202,L3F_1,,S18
YC18203,L3F_1,,S18
K18_2B,L3F_1,,S18
K18_2C,L3F_1,,S18
K18_2D,L3F_1,,S18
Q18301,L3F_1,,S18
BPM18301,L3F_1,,S18
K18_3A,L3F_1,,S18
XC18302,L3F_1,,S18
YC18303,L3F_1,,S18
K18_3B,L3F_1,,S18
K18_3C,L3F_1,,S18
K18_3D,L3F_1,,S18
Q18401,L3F_1,,S18
BPM18401,L3F_1,,S18
K18_4A,L3F_1,,S18
XC18402,L3F_1,,S18
YC18403,L3F_1,,S18
K18_4B,L3F_1,,S18
K18_4C,L3F_1,,S18
K18_4D,L3F_1,,S18
Q18501,L3F_1,,S18
BPM18501,L3F_1,,S18
K18_5A,L3F_1,,S18
XC18502,L3F_1,,S18
YC18503,L3F_1,,S18
K18_5B,L3F_1,,S18
K18_5C,L3F_1,,S18
K18_5D,L3F_1,,S18
Q18601,L3F_1,,S18
BPM18601,L3F_1,,S18
K18_6A,L3F_1,,S18
XC18602,L3F_1,,S18
YC18603,L3F_1,,S18
K18_6B,L3F_1,,S18
K18_6C,L3F_1,,S18
K18_6D,L3F_1,,S18
Q18701,L3F_1,,S18
BPM18701,L3F_1,,S18
K18_7A,L3F_1,,S18
XC18702,L3F_1,,S18
YC18703,L3F_1,,S18
K18_7B,L3F_1,,S18
K18_7C,L3F_1,,S18
K18_7D,L3F_1,,S18
Q18801,L3F_1,,S18
BPM18801,L3F_1,,S18
K18_8A,L3F_1,,S18
XC18802,L3F_1,,S18
YC18803,L3F_1,,S18
K18_8B,L3F_1,,S18
K18_8C,L3F_1,,S18
K18_8D,L3F_1,,S18
XC18900,L3F_1,,S18
YC18900,L3F_1,,S18
Q18901,L3F_1,,S18
BPM18901,L3F_1,,S18
BL18900,L3F_1,,S18
WS18944,L3F_1,,S18
CX18960,L3F_1,,S18
CY18960,L3F_1,,S18
K19_1A,L3F_1,,S19
K19_1B,L3F_1,,S19
K19_1C,L3F_1,,S19
K19_1D,L3F_1,,S19
WS19144,L3F_1,,S19
Q19201,L3F_1,,S19
BPM19201,L3F_1,,S19
K19_2A,L3F_1,,S19
XC19202,L3F_1,,S19
YC19203,L3F_1,,S19
K19_2B,L3F_1,,S19
K19_2C,L3F_1,,S19
K19_2D,L3F_1,,S19
WS19244,L3F_1,,S19
Q19301,L3F_1,,S19
BPM19301,L3F_1,,S19
K19_3A,L3F_1,,S19
XC19302,L3F_1,,S19
YC19303,L3F_1,,S19
K19_3B,L3F_1,,S19
K19_3C,L3F_1,,S19
K19_3D,L3F_1,,S19
WS19344,L3F_1,,S19
Q19401,L3F_1,,S19
BPM19401,L3F_1,,S19
K19_4A,L3F_1,,S19
XC19402,L3F_1,,S19
YC19403,L3F_1,,S19
K19_4B,L3F_1,,S19
K19_4C,L3F_1,,S19
K19_4D,L3F_1,,S19
YC57145,L3F_1,,EP01
YC57146,L3F_1,,EP01
Q19501,L3F_2,,S19
BPM19501,L3F_2,,S19
K19_5A,L3F_2,,S19
XC19502,L3F_2,,S19
YC19503,L3F_2,,S19
K19_5B,L3F_2,,S19
K19_5C,L3F_2,,S19
K19_5D,L3F_2,,S19
Q19601,L3F_2,,S19
BPM19601,L3F_2,,S19
K19_6A,L3F_2,,S19
XC19602,L3F_2,,S19
YC19603,L3F_2,,S19
K19_6B,L3F_2,,S19
K19_6C,L3F_2,,S19
K19_6D,L3F_2,,S19
YC19700,L3F_2,,S19
XC19700,L3F_2,,S19
Q19701,L3F_2,,S19
BPM19701,L3F_2,,S19
Q19801,L3F_2,,S19
BPM19801,L3F_2,,S19
K19_8A,L3F_2,,S19
XC19802,L3F_2,,S19
YC19803,L3F_2,,S19
Q19851,L3F_2,,S19
BPM19851,L3F_2,,S19
XC19900,L3F_2,,S19
YC19900,L3F_2,,S19
Q19871,L3F_2,,S19
BPM19871,L3F_2,,S19
IM1988,L3F_2,,S19
B1LE,BC20,,S20
XC1996,BC20,,S20
IM2040,BC20,,S20
PMON,BC20,,S20
M1E,BC20,,S20
Q1EL,BC20,,S20
CN2069,BC20,,S20
CX2085,BC20,,S20
SQ1,BC20,,S20
YC1E,BC20,,S20
XC1E,BC20,,S20
B2LE,BC20,,S20
XCB2LE,BC20,,S20
Q2EL,BC20,,S20
S1EL,BC20,,S20
M3E,BC20,,S20
Q3EL_1,BC20,,S20
Q3EL_2,BC20,,S20
MS2EL,BC20,,S20
S2EL,BC20,,S20
XC2E,BC20,,S20
YC2181,BC20,,S20
S3EL_1,BC20,,S20
Q4EL_1,BC20,,S20
Q4EL_2,BC20,,S20
Q4EL_3,BC20,,S20
M4E,BC20,,S20
S3EL_2,BC20,,S20
YC2E,BC20,,S20
Q5EL,BC20,,S20
M5E,BC20,,S20
B3LE,BC20,,S20
XCB3LE,BC20,,S20
M6E,BC20,,S20
Q6E,BC20,,S20
B3RE,BC20,,S20
XCB3RE,BC20,,S20
M7E,BC20,,S20
Q5ER,BC20,,S20
YC3E,BC20,,S20
S3ER_1,BC20,,S20
M8E,BC20,,S20
Q4ER_1,BC20,,S20
Q4ER_2,BC20,,S20
Q4ER_3,BC20,,S20
S3ER_2,BC20,,S20
YC2321,BC20,,S20
XC3E,BC20,,S20
MS2ER,BC20,,S20
S2ER,BC20,,S20
Q3ER_1,BC20,,S20
Q3ER_2,BC20,,S20
M9E,BC20,,S20
S1ER,BC20,,S20
Q2ER,BC20,,S20
B2RE,BC20,,S20
XCB2RE,BC20,,S20
XC4E,BC20,,S20
WIGE1,BC20,,S20
WIGE2,BC20,,S20
YCWIGE,BC20,,S20
WIGE3,BC20,,S20
SYAG,BC20,,S20
Q1ER,BC20,,S20
M11E,BC20,,S20
IM2452,BC20,,S20
XC2460,BC20,,S20
B1RE,BC20,,S20
Q5FF,FF20,,S20
M1FF,FF20,,S20
BL20_4,FF20,,S20
XC1FF,FF20,,S20
YC1FF,FF20,,S20
M2FF,FF20,,S20
Q4FF,FF20,,S20
Q3FF,FF20,,S20
YC2FF,FF20,,S20
USTHZ,FF20,,S20
DSTHZ,FF20,,S20
XC3FF,FF20,,S20
XTCAVF,FF20,,S20
Q2FF,FF20,,S20
M3FF,FF20,,S20
Q1FF,FF20,,S20
M4FF,FF20,,S20
Q0FF,FF20,,S20
M5FF,FF20,,S20
USOTR,EXPT20,,S20
IQMON20,EXPT20,,S20
IPOTR1P,EXPT20,,S20
IPOTR1,EXPT20,,S20
IPWS1,EXPT20,,S20
IPOTR2,EXPT20,,S20
IM3255,EXPT20,,S20
IPWS3,EXPT20,,S20
DSOTR,EXPT20,,S20
Q0D,SPECT20,,S20
M0EX,SPECT20,,S20
WDSOTR,SPECT20,,S20
Q1D,SPECT20,,S20
M1EX,SPECT20,,S20
Q2D,SPECT20,,S20
M2EX,SPECT20,,S20
XC1EX,SPECT20,,S20
B5D36,SPECT20,,S20
M3EX,SPECT20,,S20
DTOTR,SPECT20,,S20
PGAM1,SPECT20,,S20
CNEAR,SPECT20,,S20
PDUMP,SPECT20,,S20
MAINDUMP,SPECT20,,S20
BKY170,SCAV,,EP01
BPM19501?,SCAV,,S19
BPM19601?,SCAV,,S19
BPM19701?,SCAV,,S19
BPM57170,SCAV,,EP01
PR57171,SCAV,,EP01
BLX57172,SCAV,,EP01
BLY57174,SCAV,,EP01
XC57175,SCAV,,EP01
PC57175,SCAV,,EP01
BPM57175,SCAV,,EP01
IM57175,SCAV,,EP01
PC57178,SCAV,,EP01
YC57183,SCAV,,EP01
YC57184,SCAV,,EP01
WS57184,SCAV,,EP01
XC57185,SCAV,,EP01
PR57185,SCAV,,EP01
BPM57185,SCAV,,EP01
BPM57186,SCAV,,EP01
Q57186,SCAV,,EP01
PC57186A,SCAV,,EP01
PC57186C,SCAV,,EP01
BPM57190,SCAV,,EP01
Q57190,SCAV,,EP01
ST57193,SCAV,,EP01
ST57194,SCAV,,EP01
IM57199,SCAV,,EP01
BY57202,SCAV,,EP01
BPM57204,SCAV,,EP01
Q57204,SCAV,,EP01
BX57205,SCAV,,EP01
XC57205,SCAV,,EP01
BPM57210,SCAV,,EP01
Q57210,SCAV,,EP01
YC57210,SCAV,,EP01
BX57215,SCAV,,EP01
XC57215,SCAV,,EP01
BPM57220,SCAV,,EP01
Q57220,SCAV,,EP01
YC57220,SCAV,,EP01
BX57225,SCAV,,EP01
XC57225,SCAV,,EP01
BPM57230,SCAV,,EP01
Q57230,SCAV,,EP01
YC57230,SCAV,,EP01
BX57235,SCAV,,EP01
XC57235,SCAV,,EP01
BPM57240,SCAV,,EP01
Q57240,SCAV,,EP01
YC57240,SCAV,,EP01
BX57245,SCAV,,EP01
XC57245,SCAV,,EP01
BPM57250,SCAV,,EP01
Q57250,SCAV,,EP01
YC57250,SCAV,,EP01
BX57255,SCAV,,EP01
XC57255,SCAV,,EP01
BPM57260,SCAV,,EP01
Q57260,SCAV,,EP01
YC57260,SCAV,,EP01
BX57265,SCAV,,EP01
XC57265,SCAV,,EP01
BPM57270,SCAV,,EP01
Q57270,SCAV,,EP01
YC57270,SCAV,,EP01
BX57275,SCAV,,EP01
XC57275,SCAV,,EP01
BPM57280,SCAV,,EP01
Q57280,SCAV,,EP01
YC57280,SCAV,,EP01
SP57281,SCAV,,EP01
YC57282,SCAV,,EP01
XC57282,SCAV,,EP01
BZ57372,SCAV,,EP01
IM57375,SCAV,,EP01
IM57376,SCAV,,EP01
BPM57383,SCAV,,EP01
PR57385,SCAV,,EP01
PC57388,SCAV,,EP01
PR58390,SCAV,,EP01
BPM57400,SCAV,,EP01
CQ141738,BC14P,,S14
YC141780,BC14P,,S14
BCX141796,BC14P,,S14
BPM141801,BC14P,,S14
PR141803,BC14P,,S14
BCX141808,BC14P,,S14
CE141815,BC14P,,S14
CQ141866,BC14P,,S14
ELEMENT,Area2,Undulator Cell,Sector
